tweet_date,image_url,hashtag_list,week,year,tweet_id,url_check,alt_text
2018-04-02T21:35:08Z,http://pbs.twimg.com/media/DZzsGlnVQAAksHj.jpg,"R4DS, TidyTuesday, tidyverse, rstats, ggplot2",14,2018,980921600429252608,Links included,Image
2018-04-03T04:17:21Z,http://pbs.twimg.com/media/DZ1KBuvVMAA1SOa.jpg,TidyTuesday,14,2018,981022819596124160,Links included,Image
2018-04-03T09:04:01Z,http://pbs.twimg.com/media/DZ2Mq0gX4AAjrFt.jpg,"TidyTuesday, bathroom, LABCStyle, dreambathroom",14,2018,981094963470585856,Links included,Image
2018-04-03T14:00:05Z,http://pbs.twimg.com/media/DZ3Op9oXcAA1LLV.jpg,"TidyTuesday, R4DS, rstats",14,2018,981169470033948672,Images-only,Image
2018-04-03T15:20:51Z,http://pbs.twimg.com/media/DZ3hJb1VQAAs3IY.jpg,"TidyTuesday, rstats, dataviz",14,2018,981189796117663744,Links included,Image
2018-04-03T18:05:02Z,http://pbs.twimg.com/media/DZ4H_8JW0AAmok3.jpg,tidytuesday,14,2018,981231113506050048,Links included,Image
2018-04-03T19:22:42Z,http://pbs.twimg.com/media/DZ4ZuJxWkAUyHIz.jpg,"TidyTuesday, rstats",14,2018,981250658899808256,Images-only,Image
2018-04-03T20:23:26Z,http://pbs.twimg.com/media/DZ4oICtW0AAudAz.jpg,TidyTuesday,14,2018,981265942226309120,Links included,Image
2018-04-03T22:19:29Z,http://pbs.twimg.com/media/DZ4_F3NWsAAiYmK.jpg,"TidyTuesday, rstats",14,2018,981295148251451392,Images-only,Image
2018-04-03T22:37:43Z,http://pbs.twimg.com/media/DZ5G5nlVoAAMMaW.jpg,"TidyTuesday, rstats",14,2018,981299737524490240,Images-only,Image
2018-04-04T03:12:56Z,http://pbs.twimg.com/tweet_video_thumb/DZ6F1T9WkAAD6nJ.jpg,"rstats, TuesdayThoughts, TidyTuesday",14,2018,981368998305632256,Images-only,
2018-04-04T09:46:07Z,http://pbs.twimg.com/media/DZ7f2MVX4AE736b.jpg,"TidyTuesday, rstats, ggplot2",14,2018,981467944625549312,Images-only,Image
2018-04-04T14:11:25Z,http://pbs.twimg.com/media/DZ8ZcwGUMAAYhwp.jpg,"r4ds, TidyTuesday",14,2018,981534709757988864,Links included,Image
2018-04-04T16:53:08Z,http://pbs.twimg.com/media/DZ9BajfX4AAM9R9.jpg,"TidyTuesday, datablog",14,2018,981575407152529408,Links included,
2018-04-04T21:06:41Z,http://pbs.twimg.com/tweet_video_thumb/DZ95fWlV4AAGggO.jpg,"TidyTuesday, rstats, maps, adaylate, r4ds",14,2018,981639213186678784,Links included,Image
2018-04-05T04:14:07Z,http://pbs.twimg.com/tweet_video_thumb/DZ_dLBjUMAA05PU.jpg,"TidyTuesday, rstats, ggplot2, R4DS",14,2018,981746783775870976,Links included,
2018-04-05T07:13:42Z,http://pbs.twimg.com/media/DaAGieZU0AAZrfi.jpg,"TidyTuesday, tidyverse, rstats",14,2018,981791977552265216,Images-only,Image
2018-04-05T14:14:35Z,http://pbs.twimg.com/media/DaBV2QnUMAA5yy7.jpg,TidyTuesday,14,2018,981897894163877888,Links included,Image
2018-04-06T13:08:06Z,http://pbs.twimg.com/media/DaGhTSQU8AE55sF.jpg,"TidyTuesday, rstats, R4DS, blogdown, DataViz",14,2018,982243552808787968,Links included,Image
2018-04-06T14:30:33Z,http://pbs.twimg.com/media/DaGz4KyUMAAyNka.jpg,"TidyTuesday, R4DS",14,2018,982264299862175744,Links included,Image
2018-04-08T10:20:22Z,http://pbs.twimg.com/tweet_video_thumb/DaQMGQlXkAAZ9UL.jpg,"TidyTuesday, rstats",14,2018,982926117228154880,Links included,
2018-04-09T13:07:51Z,http://pbs.twimg.com/media/DaV2puzVMAUXIoL.jpg,"TidyTuesday, tidyverse, rstats, dataviz, ggplot2, r4ds",15,2018,983330650257272832,Links included,Image
2018-04-09T16:34:21Z,http://pbs.twimg.com/media/DaWtPj2W0AAY7Z1.jpg,"rstats, ggplot2, TidyTuesday",15,2018,983382619009282048,Images-only,Image
2018-04-09T18:30:00Z,http://pbs.twimg.com/media/DaXHlM3W0AAYyDe.jpg,"TidyTuesday, ggplot2, stats",15,2018,983411722051518464,Images-only,Image
2018-04-09T18:39:32Z,http://pbs.twimg.com/media/DaXIoEOXcAcee9d.jpg,tidytuesday,15,2018,983414124347523072,Links included,Image
2018-04-09T22:51:02Z,http://pbs.twimg.com/media/DaYBgamX0AAbIPY.jpg,TidyTuesday,15,2018,983477414742384640,Links included,Image
2018-04-10T02:03:02Z,http://pbs.twimg.com/media/DaYvB5cUwAEW6ia.jpg,"TidyTuesday, R4DS, rstats",15,2018,983525733858467840,Links included,Image
2018-04-10T04:10:04Z,http://pbs.twimg.com/media/DaZLxbrUQAAllk7.jpg,"TidyTuesday, adobe, illustrator, rstats, tidyverse",15,2018,983557703325835264,Links included,Image
2018-04-10T04:30:49Z,http://pbs.twimg.com/media/DaZQ1dQXUAAod4y.jpg,"TidyTuesday, rstats",15,2018,983562922797555712,Links included,needs inspection
2018-04-10T06:22:53Z,http://pbs.twimg.com/media/DaZqq9JUQAAcCqT.jpg,TidyTuesday,15,2018,983591126752997376,Links included,Image
2018-04-10T09:26:34Z,http://pbs.twimg.com/media/DaaT6QdWAAEsHre.jpg,TidyTuesday,15,2018,983637351938355200,Links included,Image
2018-04-10T13:41:00Z,http://pbs.twimg.com/media/DabOzeGXkAAtPNG.jpg,"PowerPoint, rstats, TidyTuesday, tidyverse, PeopleAnalytics, PhD, research, dataviz",15,2018,983701382460043264,Images-only,Image
2018-04-10T17:28:52Z,http://pbs.twimg.com/media/DacCmlhX4AAlnB7.jpg,"TidyTuesday, r4ds, rstats",15,2018,983758724983611392,Images-only,Image
2018-04-10T18:39:26Z,http://pbs.twimg.com/tweet_video_thumb/DacTaUaU8AEGDAL.jpg,"TidyTuesday, rstats, dataviz, caterpillars",15,2018,983776487617724416,Links included,Image
2018-04-10T19:25:33Z,http://pbs.twimg.com/media/DacdnCMXUAAXQG-.jpg,TidyTuesday,15,2018,983788091499515904,Links included,Image
2018-04-10T22:39:37Z,http://pbs.twimg.com/media/DadKeCUVQAAhK1V.jpg,"TidyTuesday, tidyverse, rstats, ggplot2",15,2018,983836930826682368,Images-only,needs inspection
2018-04-11T03:30:46Z,http://pbs.twimg.com/media/DaeMpsdWAAA8GZD.jpg,"TidyTuesday, rstats, tidyverse",15,2018,983910200242470912,Links included,Image
2018-04-11T05:36:47Z,http://pbs.twimg.com/media/Daeo5BaUMAAO7FM.jpg,"TidyTuesday, r4ds, rstats",15,2018,983941913022640128,Links included,Image
2018-04-11T13:30:59Z,http://pbs.twimg.com/media/DagWN43UwAE-XYl.jpg,"TidyTuesday, r4ds",15,2018,984061249645400064,Images-only,Image
2018-04-12T02:05:12Z,http://pbs.twimg.com/media/DajB11OXkAA0-3C.jpg,"TidyTuesday, rstats, R4DS",15,2018,984251055184760832,Links included,Image
2018-04-15T20:05:39Z,http://pbs.twimg.com/media/Da2XHEFXcAYBr5z.jpg,"TidyTuesday, rstats",15,2018,985610121555468288,Images-only,Image
2018-04-16T12:56:36Z,http://pbs.twimg.com/media/Da56Uh2UwAAqta-.jpg,"r4ds, TidyTuesday, tidyverse, rstats, dataviz, ggplot2",16,2018,985864534832402432,Links included,Image
2018-04-16T12:56:37Z,http://pbs.twimg.com/media/Da59BLgVAAAbf7Y.jpg,"TidyTuesday, stringr, tidyverse, regex",16,2018,985864540427612160,Links included,Image
2018-04-16T22:02:58Z,http://pbs.twimg.com/media/Da77dyTUwAAofEz.jpg,"TidyTuesday, rstats, tidyverse",16,2018,986002034628284416,Links included,Image
2018-04-17T02:38:53Z,http://pbs.twimg.com/media/Da85slkWkAANCht.png,"TidyTuesday, r4ds",16,2018,986071469758263296,Images-only,Image
2018-04-17T02:41:04Z,http://pbs.twimg.com/media/Da86zRaW0AAgMCf.jpg,"TidyTuesday, rstats, tidyverse",16,2018,986072017739841536,Links included,Image
2018-04-17T04:04:36Z,http://pbs.twimg.com/tweet_video_thumb/Da9OLuVXkAUpDAs.jpg,"TidyTuesday, rstats, r4ds",16,2018,986093041139224576,Links included,needs inspection
