text,screen_name,tweet_date,tweet_url,image_url,reply_text,related_urls,mentions_list,hashtag_list,week,year,tweet_id,url_check,alt_text
"#TidyTuesday income distribution trend over the years by race and income bracket.

code: https://t.co/YesObN4El2 https://t.co/tU3TjwmZyg",AbelTorresEspi2,2021-02-13T10:35:22Z,https://twitter.com/AbelTorresEspi2/status/1360538046383280130/photo/1,http://pbs.twimg.com/media/EuGaGd_VoAAqhtT.png,NA,http://github.com/ATEspin/tidytuesdays,NA,TidyTuesday,7,2021,1360538046383280130,Links included,Image
"#TidyTuesday week 07 - Wealth and Income

It was a challenge working out how best to visualise this data. I tried to avoid using legends by substituting them with colour coding and labelling.

Code: https://t.co/qFozgXoGN7

#rstats #r4ds #dataviz https://t.co/rhAo3m3ev7",Andy_A_Baker,2021-02-13T11:17:00Z,https://twitter.com/Andy_A_Baker/status/1360548522987249667/photo/1,http://pbs.twimg.com/media/EuGjf7gXMAEBTdi.jpg,NA,https://github.com/AndyABaker/TidyTuesday/blob/main/2021_week07_wealthandincome.R,NA,"TidyTuesday, rstats, r4ds, dataviz",7,2021,1360548522987249667,Links included,Image
"#TidyTuesday Week07 - Wealth and Income 

Retirement savings in the USA.

 #Rstats #dataviz https://t.co/iYp2enXxRL",maxwelco,2021-02-13T16:32:44Z,https://twitter.com/maxwelco/status/1360627981413199876/photo/1,http://pbs.twimg.com/tweet_video_thumb/EuHr6zbXMAU6fJq.jpg,Code: https://t.co/o1FtQIXILU,https://github.com/maxwelco/Tidy-Tuesday/tree/master/2021/week_7-wealth,NA,"TidyTuesday, Rstats, dataviz",7,2021,1360627981413199876,Links included,
"#TidyTuesday  - #⃣7⃣#⃣ - Home ownership analysis 🇺🇸 

Wealth and income over time dataset

#DataVisualization with @rstudio   #tidyverse #dplyr #ggplot 

#rstats #r4ds #dataviz 

Code 🗞️: https://t.co/cl0x4u71MR https://t.co/VH8crOE3UV",Juanma_MN,2021-02-13T16:37:30Z,https://twitter.com/Juanma_MN/status/1360629179876864000/photo/1,http://pbs.twimg.com/media/EuHswEZXIAUaL6r.png,NA,https://github.com/JuanmaMN/TidyTuesday/blob/master/2021/February/TidyTuesday%2013-2-2021.R,rstudio,"TidyTuesday, DataVisualization, tidyverse, dplyr, ggplot, rstats, r4ds, dataviz",7,2021,1360629179876864000,Links included,Image
"Just finished my #TidyTuesday viz for this week on wealth inequality in the U.S. I learned how to use {patchwork} this week - it is a great package, and makes it really simple to put plots together.

Code: https://t.co/BRd3DVmNaQ

#RStats #GGPlot2 #DataViz https://t.co/3Q461ufeAR",datasciencejenn,2021-02-13T20:30:33Z,https://twitter.com/datasciencejenn/status/1360687829345472512/photo/1,http://pbs.twimg.com/media/EuIiS8-UcAEz6A1.png,NA,https://github.com/jennschilling/tidytuesday-2021/blob/main/2021-02-09/2021-02-09.R,NA,"TidyTuesday, RStats, GGPlot2, DataViz",7,2021,1360687829345472512,Links included,"There are five plots showing different wealth metrics for Black, Hispanic, and White populations in the United States in 1989 and 2016. The top plot extends across the width of the image and shows the percent of people by race in each income bracket; the distribution of income is skewed towards the lower end of income brackets for the Black and Hispanic population and towards the higher end of the income brackets for the white population. The lower section of the image has four slope line plots showing home ownership percentages, average family wealth, family liquid retirement savings, and family student loan debt for Black, Hispanic, and white populations in 1989 and 2016. The white population was better off in all of the metrics in 1989 and has increased wealth at a much higher rate than the Black and Hispanic populations. All three populations have experienced increased student loan debt, but the Black population has the highest average family student loan debt in 2016."
Thanks to everyone who attended our @RLadiesDC #galentinesday #TidyTuesday event today! Here's one of our show-and-tell items: a recreation of the first plot from Nine Charts about Wealth Inequality in America by @urbaninstitute https://t.co/V0PvqMFp1j https://t.co/76i1aZzecN,sctyner,2021-02-13T21:51:53Z,https://twitter.com/sctyner/status/1360708297037406216/photo/1,http://pbs.twimg.com/tweet_video_thumb/EuI0SYkXcAQ_r4B.jpg,@RLadiesDC @urbaninstitute Complete code here: https://t.co/i82YWAjuj1 https://t.co/Guse9UY429,"https://apps.urban.org/features/wealth-inequality-charts/, https://github.com/sctyner/tidytuesday/blob/master/data/2021/2021-02-09/galentines-day.md","RLadiesDC, urbaninstitute","galentinesday, TidyTuesday",7,2021,1360708297037406216,Links included,Image
"Late, as usual, but here my contribution to this week #TidyTuesday #rstats https://t.co/cRZ8Eqkg5p",MiguelTripp,2021-02-14T05:01:34Z,https://twitter.com/MiguelTripp/status/1360816429436608516/photo/1,http://pbs.twimg.com/media/EuKXIrYVIAYirF1.png,NA,"NA",NA,"TidyTuesday, rstats",7,2021,1360816429436608516,Images-only,Image
"In the latest #TidyTuesday, @juliasilge does #DataScience in US student loan debt, as grouped by race.

Question: does “augment” in #TidyModels work the same as predict() in base #rStats? https://t.co/ajgz1FH4n5",_J_sinclair,2021-02-14T09:40:54Z,https://twitter.com/_J_sinclair/status/1360886726374404097/photo/1,http://pbs.twimg.com/media/EuLXQ4pXIAUCajk.jpg,NA,"NA",juliasilge,"TidyTuesday, DataScience, TidyModels, rStats",7,2021,1360886726374404097,Images-only,Image
Played around with slope plots and facet plots in this week's #TidyTuesday looking at how the rich have gotten richer. #rstats #CorrelAid https://t.co/QwtW78YCpc,MardyWong,2021-02-14T11:17:47Z,https://twitter.com/MardyWong/status/1360911110891843584/photo/1,http://pbs.twimg.com/media/EuLsTQkWYAER4zM.jpg,NA,"NA",NA,"TidyTuesday, rstats, CorrelAid",7,2021,1360911110891843584,Images-only,Image
Oldie but a goodie #ValentinesDay #RStats #TidyTuesday #AcademicChatter #AcademicTwitter https://t.co/FnEMIES1qO,iamdaricia,2021-02-14T12:50:14Z,https://twitter.com/iamdaricia/status/1360934372627668992/photo/1,http://pbs.twimg.com/media/EuMCmVKWYAAIVbh.jpg,NA,"NA",NA,"ValentinesDay, RStats, TidyTuesday, AcademicChatter, AcademicTwitter",7,2021,1360934372627668992,Images-only,Image
"This past week's #TidyTuesday counts, posted through #rstats courtesy of #rtweet!

#TidyTuesday details: https://t.co/sElb4fcv3u
#TidyTuesday Tweets: https://t.co/h8n7HZw5iM https://t.co/fobgtmeBYE",thomas_mock,2021-02-14T14:01:00Z,https://twitter.com/thomas_mock/status/1360952182770716674/photo/1,http://pbs.twimg.com/media/EuMSzExXEAcfl1U.png,NA,"http://bit.ly/tidyreadme, https://github.com/rfordatascience/tidytuesday/blob/master/tidytuesday_tweets/data.csv",NA,"TidyTuesday, rstats, rtweet, TidyTuesday, TidyTuesday",7,2021,1360952182770716674,Links included,Image
"For #RStats #TidyTuesday, I plotted income_time data showing how the 10th, 50th, and 90th income percentile changed relative to 1963 (adjusted to 2016 dollars). I feel like I need to edit the y-axis for clarity (start at 100%?) cc: @xangregg @junkcharts https://t.co/CE9HuH8ZCy",mathteacher1729,2021-02-14T15:44:47Z,https://twitter.com/mathteacher1729/status/1360978301418930176/photo/1,http://pbs.twimg.com/media/EuMpMVGXYAUaxt8.png,NA,"NA","xangregg, junkcharts","RStats, TidyTuesday",7,2021,1360978301418930176,Images-only,Image
#MakingOf of this week's #TidyTuesday plot https://t.co/XafTLsk4WE https://t.co/qKoQSXLRpG,geokaramanis,2021-02-14T18:34:44Z,https://twitter.com/geokaramanis/status/1361021069524692995/video/1,http://pbs.twimg.com/ext_tw_video_thumb/1361020928487018497/pu/img/vux0vCEh54UhZnsk.jpg,NA,https://twitter.com/geokaramanis/status/1360226283708383232,NA,"MakingOf, TidyTuesday",7,2021,1361021069524692995,Links included,Image
Getting my feet wet with #TidyTuesday and produced a very sad plot about student loan debt from this week's data on wealth equality. https://t.co/sQhkHGWTxW,orgmonkey,2021-02-14T19:59:05Z,https://twitter.com/orgmonkey/status/1361042299501776897/photo/1,http://pbs.twimg.com/media/EuNkjQHVgAI56yk.png,NA,"NA",NA,TidyTuesday,7,2021,1361042299501776897,Images-only,A plot of average family student loan debt by year and race
"#TidyTuesday week 7, 2021. Income inequality in the U.S.

Presenting income brackets of Black and white households similar to population/age pyramids, comparing distributions from 1972 and 2019.

Code: https://t.co/rjqLU4rRJQ

#rstats https://t.co/Z0xAZFYXAg",_ansgar,2021-02-14T21:17:39Z,https://twitter.com/_ansgar/status/1361062071820046346/photo/1,http://pbs.twimg.com/media/EuN2rFlWYAQNFhR.png,NA,https://github.com/bydata/tidytuesday/blob/main/2021/07/R/plot.R,NA,"TidyTuesday, rstats",7,2021,1361062071820046346,Links included,Image
"My first  submission #TidyTuesday .

This week about ""Wealth and income over time"". 

My chart shows ""average family liquid retirement savings normalized to 2016 dollars"". 

Code: https://t.co/0xll9dZE8j
#rstats #rstudio https://t.co/HbiEIDPfzY",davidson_vila,2021-02-15T03:07:58Z,https://twitter.com/davidson_vila/status/1361150229857394688/photo/1,http://pbs.twimg.com/media/EuPGgyuWYAQ19xX.png,NA,https://github.com/davidsonsantana89/tidy_tuesday_project/blob/main/week_7,NA,"TidyTuesday, rstats, rstudio",7,2021,1361150229857394688,Links included,Image
"Just finished my first #TidyTuesday challenge for the year! I'm a little late for Week 7, but better late than never.

Grateful for this opportunity to practice my R skills as an amateur.

Code: https://t.co/yMAjGLH9jb https://t.co/PWE1rGNfuM",Lover33Stats,2021-02-15T04:21:14Z,https://twitter.com/Lover33Stats/status/1361168670433640452/photo/1,http://pbs.twimg.com/media/EuPWmaBWYAEgm7p.jpg,NA,https://github.com/KCtt457/tidytuesday-challenges/blob/main/Week7/week7.R,NA,TidyTuesday,7,2021,1361168670433640452,Links included,Image
"First time participating on #TidyTuesday. I've basically replicated very basic graphs. #RStats community have so many skilled people! I hope someday I get there, building amazing graphs. So far I'm just an amateur, but here it is my late contribution for Week7. #dataviz #ggplot2 https://t.co/AR269JOZ2Z",PimentelRuam,2021-02-15T16:18:41Z,https://twitter.com/PimentelRuam/status/1361349222063349763/photo/1,http://pbs.twimg.com/media/EuR5PYiWgAAhIlV.png,"Here is the code: https://t.co/6LFqI0AJpX 
(first time github user too)",https://github.com/ruampimentel/TidyTuesday.git,NA,"TidyTuesday, RStats, dataviz, ggplot2",7,2021,1361349222063349763,Links included,Image
"Last week's #TidyTuesday was on American wealth and income data. Here's my #RStats visualisation looking at the wealth disparity between the white and black races. Learnt about geom_ribbon this week!

Code:  https://t.co/dP1NAO4ObP https://t.co/3fDTgTmaXu",nxrunning,2021-02-15T16:28:18Z,https://twitter.com/nxrunning/status/1361351642210177024/photo/1,http://pbs.twimg.com/media/EuR81aWUcAcxfCD.jpg,NA,https://github.com/nxrunning/Tidytuesdays,NA,"TidyTuesday, RStats",7,2021,1361351642210177024,Links included,Image
"The @R4DScommunity welcomes you to week 8 of #TidyTuesday!  We're highlighting the works of W.E.B Du Bois and the #DuBoisChallenge as created by @ajstarks @AlDatavizguy and @sqlsekou !

📁https://t.co/sElb4fcv3u
📰 https://t.co/GkU0hwaw5S

#rstats #dataviz #r4ds https://t.co/DiFdLIBOZU",thomas_mock,2021-02-15T17:51:19Z,https://twitter.com/thomas_mock/status/1361372530951540739/photo/1,http://pbs.twimg.com/media/EuSQvhpXEAMTnc4.jpg,NA,"http://bit.ly/tidyreadme, http://bit.ly/3bb9YJl","R4DScommunity, ajstarks, AlDatavizguy, sqlsekou","TidyTuesday, DuBoisChallenge, rstats, dataviz, r4ds",7,2021,1361372530951540739,Links included,Image
"Here is my very first graphic for #TidyTuesday !
I've tried to recreate one of the Du Bois graphic, comparing population increase for Black and White people, in Georgia
There is room for improvement, but I am happy with how it looks like :)
#DuBoisChallenge https://t.co/6mA36UEG4G",chpassos_,2021-02-15T20:36:08Z,https://twitter.com/chpassos_/status/1361414011787513856/photo/1,http://pbs.twimg.com/media/EuS2AB9XEAA6HdJ.jpg,code: https://t.co/JOMf5TN349,https://github.com/chpassos/tidytuesday/blob/main/2021/week8/georgia_pop.R,NA,"TidyTuesday, DuBoisChallenge",7,2021,1361414011787513856,Links included,Image
"My theme of Week 7's  #TidyTuesday is Marimekko and gender/race income inequality. I was inspired by @TheHeidiK and @jschwabish video on Marimekko charts and had to make one. Data from @urbaninstitute.

#rstats #dataviz #DataScience #dataviz https://t.co/UTbrnaxlwo",adriaaaaaaan,2021-02-15T23:25:09Z,https://twitter.com/adriaaaaaaan/status/1361456545377226759/photo/1,http://pbs.twimg.com/media/EuTccMyXAAQfmuK.jpg,NA,"NA","TheHeidiK, jschwabish, urbaninstitute","TidyTuesday, rstats, dataviz, DataScience, dataviz",7,2021,1361456545377226759,Images-only,Image
my plot for the #DuBoisChallenge and #TidyTuesday! it was awesome attempting to remake a piece of Du Bois's legacy using R. next step (if it's possible) is to figure out how to make the colors imitate his pen strokes 🤔 https://t.co/Ia19eunhYT,elianemitchll,2021-02-15T23:55:05Z,https://twitter.com/elianemitchll/status/1361464076736606209/photo/1,http://pbs.twimg.com/media/EuThl5bXYAIW2ny.jpg,Code here! https://t.co/0IW3OUM1fd,https://github.com/elianemitchell/TidyTuesday/blob/main/Week%208%202021%20Du%20Bois%20Challenge/%20dubois_challenge.R,NA,"DuBoisChallenge, TidyTuesday",7,2021,1361464076736606209,Links included,Image
"For this week's #TidyTuesday I remade the Proportion of Freeman and Slaves Among American Negroes by W.E.B. Du Bois #DuBoisChallenge. It was a really fun challenge!
#Rstats 

Code: https://t.co/7Bz6vWhkWu https://t.co/99L9gQffRC",Luisfreii,2021-02-16T01:55:49Z,https://twitter.com/Luisfreii/status/1361494459045842947/photo/1,http://pbs.twimg.com/media/EuT_JJ3XcAk0ElD.jpg,NA,https://github.com/luisfrein/R_Tidytuesday,NA,"TidyTuesday, DuBoisChallenge, Rstats",7,2021,1361494459045842947,Links included,Image
"Finally I joined the club and made a #TidyTuesday submission on tuesday with #DuBoisChallenge.

#rstats #tidyverse #ggplot2 #r4ds #dataviz https://t.co/vxY2hNLbOy",botanagin,2021-02-16T02:41:57Z,https://twitter.com/botanagin/status/1361506069017726978/photo/1,http://pbs.twimg.com/media/EuUI8jrWgAMgr_z.jpg,code: https://t.co/6bFFAbBdPB,http://github.com/botan/tidytuesday,NA,"TidyTuesday, DuBoisChallenge, rstats, tidyverse, ggplot2, r4ds, dataviz",7,2021,1361506069017726978,Links included,Image
"2021 Week 8: Income and Expenditure of 150 Negro Families in Atlanta, GA. ~Late 1800s. #DuBoisChallenge #TidyTuesday code:https://t.co/Xqn3VLKt0D https://t.co/IyK0JXEg6s",Alocord,2021-02-16T02:47:34Z,https://twitter.com/Alocord/status/1361507484104617986/photo/1,http://pbs.twimg.com/media/EuULerNWgAEqkWf.png,NA,https://git.io/JtXNq,NA,"DuBoisChallenge, TidyTuesday",7,2021,1361507484104617986,Links included,Image
"My late submission for Week 7 of #tidytuesday. It's been quite a week with a new puppy and extremely cold temperatures across the Midwest. 

Anyway, first time using {patchwork} and it's awesome! 

Code: https://t.co/6G0roggksG https://t.co/QQdrgFmLr6",kylanspeakman,2021-02-16T03:12:30Z,https://twitter.com/kylanspeakman/status/1361513759668391936/photo/1,http://pbs.twimg.com/media/EuURhBQXMAAVNBq.jpg,NA,https://github.com/kylan5/tidytuesday,NA,tidytuesday,7,2021,1361513759668391936,Links included,Image
"this week's #TidyTuesday was fun and enlightening. i had no idea Du Bois made such amazing #dataviz. i thought this would be quick but positioning text and margins are so tedious in ggplot!

#DuBoisChallenge https://t.co/zTwqQWsNTm https://t.co/6eW1NwEkgC",heyitsmefred,2021-02-16T04:23:46Z,https://twitter.com/heyitsmefred/status/1361531693937684481/photo/1,http://pbs.twimg.com/media/EuUgUvwXMAIVFh5.jpg,"code: https://t.co/8KzEsIEAUj

i cheated and used the original background (photoshop: content-aware fill to remove the original plot) and left the title (love that lettering)","https://twitter.com/thomas_mock/status/1361372530951540739, https://github.com/fuhred/tidytuesday/tree/master/2021_Dubois_Challenge",NA,"TidyTuesday, dataviz, DuBoisChallenge",7,2021,1361531693937684481,Links included,Image
"I remade one of Du Bois’ data visuals using a stacked bar plot for my #TidyTuesday contribution. First time playing with fonts and spent way too long picking colours!

#rstats code: https://t.co/JIxDwFAU6p https://t.co/cizRrTOQe0",harratha_,2021-02-16T05:02:15Z,https://twitter.com/harratha_/status/1361541377885167619/photo/1,http://pbs.twimg.com/media/EuUqqkYWYAQxZ0n.jpg,NA,https://github.com/aminaharrath/tidytuesday/,NA,"TidyTuesday, rstats",7,2021,1361541377885167619,Links included,Image
"Snapshot of historic racial disparity in student loan accumulation in the US. 
#TidyTuesday #ggplot2 

Link to the tutorial: https://t.co/izzF8CcHNQ https://t.co/MKauBzTdW9",Arafath28857393,2021-02-16T06:14:16Z,https://twitter.com/Arafath28857393/status/1361559500390596609/photo/1,http://pbs.twimg.com/tweet_video_thumb/EuU7I5lXcAEkkLl.jpg,NA,https://towardsdatascience.com/yet-one-more-plot-to-show-uss-race-inequality-c12fa166aee0,NA,"TidyTuesday, ggplot2",7,2021,1361559500390596609,Links included,
Catching up with #TidyTuesday after missing week 7. Glad to be back for week 8 #DuBoisChallenge. (Learning from @nsgrantham 🙏) #rstats https://t.co/lcDW6JWVWw https://t.co/2IpvoETXnk,birusod,2021-02-16T06:36:14Z,https://twitter.com/birusod/status/1361565029343010818/photo/1,http://pbs.twimg.com/media/EuVAIFHVoAMyD4p.jpg,NA,https://twitter.com/thomas_mock/status/1361372530951540739,nsgrantham,"TidyTuesday, DuBoisChallenge, rstats",7,2021,1361565029343010818,Links included,Image
"Hey Everyone, 
Here's presenting my first ever slope chart using R, that tells us about the plastic consumption of some of the popular multinational organizations in the United States in the years 2019 and 2020. Data Courtesy - @sarah_sauve -Thank you for this #TidyTuesday data. https://t.co/EqwToxGbwL",DingorkarPriya,2021-02-16T07:16:41Z,https://twitter.com/DingorkarPriya/status/1361575210286161922/photo/1,http://pbs.twimg.com/media/EuVG42CUYAEYVSD.png,NA,"NA",sarah_sauve,TidyTuesday,7,2021,1361575210286161922,Images-only,Image
"#TidyTuesday week8 #DuBoisChallenge visualizations from 1900 using modern tools.

When I saw this graph, I thought ""Easy, I can recreate that under 30 min."" 4 hours later... here is what I have so far!

code: https://t.co/6LFqI0AJpX
 
#rstats #tidyverse #ggplot2 #r4ds #dataviz https://t.co/93UC6p4v4h",PimentelRuam,2021-02-16T07:26:02Z,https://twitter.com/PimentelRuam/status/1361577562242187265/photo/1,http://pbs.twimg.com/media/EuVLRPaXEAEacss.jpg,NA,https://github.com/ruampimentel/TidyTuesday.git,NA,"TidyTuesday, DuBoisChallenge, rstats, tidyverse, ggplot2, r4ds, dataviz",7,2021,1361577562242187265,Links included,Image
"Exploring differences in Bachelor's Degree Attainment levels for #TidyTuesday  🧑‍🎓👩‍🎓

Overall patterns across 6 demographic groups.

""Data availability"" jumps out &amp; warrants splitting up the comparison groups 👇

#rstats https://t.co/uKe6rSmpZP",paulapivat,2021-02-16T08:38:35Z,https://twitter.com/paulapivat/status/1361595822404558849/photo/1,http://pbs.twimg.com/media/EuVaKhZU4AYxfAd.jpg,NA,"NA",NA,"TidyTuesday, rstats",7,2021,1361595822404558849,Images-only,Image
"1/
Comparing widening gap btwn White, Black and Hispanic Americans on Bachelors Degree attainment.

(data available for Hispanic Americans from 1975 - 2016)

#TidyTuesday #Rstats https://t.co/Gn0aCn3Pup",paulapivat,2021-02-16T08:38:37Z,https://twitter.com/paulapivat/status/1361595827198697476/photo/1,http://pbs.twimg.com/media/EuVbRJbVoAADWMD.jpg,NA,"NA",NA,"TidyTuesday, Rstats",7,2021,1361595827198697476,Images-only,Image
"2/
Comparing persistent gap btwn Asians, Pacific Islanders and Native Alaskan whose data range from 2003 - 2016.

#TidyTuesday #Rstats https://t.co/8wYVxUQNpu",paulapivat,2021-02-16T08:38:38Z,https://twitter.com/paulapivat/status/1361595832219299842/photo/1,http://pbs.twimg.com/media/EuVbyEwU4AcqgFL.jpg,NA,"NA",NA,"TidyTuesday, Rstats",7,2021,1361595832219299842,Images-only,Image
"Challenge 3 of the #DuBoisChallenge (the pie chart) in #RStats / #ggplot2 for #TidyTuesday. A lot of hacky stuff going on in the background to produce this, but I think I got close! And the only 📦 outside of the tidyverse I needed was {cowplot}. Code: https://t.co/KjH8HhuITs https://t.co/ZDdv4LN4VG",JDavison_,2021-02-16T10:56:13Z,https://twitter.com/JDavison_/status/1361630455519444996/photo/1,http://pbs.twimg.com/media/EuV7H_sXMAAmAFI.jpg,NA,https://github.com/jack-davison/TidyTuesday,NA,"DuBoisChallenge, RStats, ggplot2, TidyTuesday",7,2021,1361630455519444996,Links included,"A pie chart comparing the occupational status of ""negroes and whites"" in Georgia, hand-printed by DuBois. A recreation using modern graphing tools is shown next to it, which is close but imperfect."
"Happy #TidyTuesday to the #rstats community! Today we're recreating W.E.B DuBois' data portraits from the late 19th century as part of #DuBoisChallenge and #BlackHistoryMonth2021!!

This is the closest I could match the font w/o murdering my computer🙄

⌨️:https://t.co/2YYiBUyW24 https://t.co/nKsKl6MkPN",rachel_roday,2021-02-16T15:41:41Z,https://twitter.com/rachel_roday/status/1361702298263707649/photo/1,http://pbs.twimg.com/media/EuW8f_4XUAEbA8q.png,NA,https://github.com/rroday/TidyTuesday/blob/main/TidyRWeek8.R,NA,"TidyTuesday, rstats, DuBoisChallenge, BlackHistoryMonth2021",7,2021,1361702298263707649,Links included,Image
"I've had a really enjoyable day attempting to recreate one of W.E.B. DuBois' data visualisations as part of #TidyTuesday #DuBoisChallenge 
I learnt a lot of #ggplot bits and bobs &amp; had a well needed 'break' from more serious work, what I like to call #productiveprocrastination https://t.co/6cCYCI3jOX",florencelydia11,2021-02-16T16:25:44Z,https://twitter.com/florencelydia11/status/1361713384752832520/photo/1,http://pbs.twimg.com/media/EuXG5ixXAAIC0XK.jpg,"Code available at: https://t.co/Nb9PGctXfH 

I would also love to know how to create connecting lines between bar plots in #ggplot2 but just could not work it out today...",https://github.com/FlorenceGalliers/TidyTuesday2021,NA,"TidyTuesday, DuBoisChallenge, ggplot, productiveprocrastination",7,2021,1361713384752832520,Links included,Image
"This was a fun week for #TidyTuesday, working to replicate some visualizations from W.E.B. DuBois. It definitely helped to look through previous submissions from others to get ideas for the layout. 

Code: https://t.co/Pdq9wY247J

#DuBoisChallenge #RStats https://t.co/eOP9cGaJOv",JaimeAAvendano,2021-02-16T17:23:06Z,https://twitter.com/JaimeAAvendano/status/1361727821329149959/photo/1,http://pbs.twimg.com/media/EuXRxCeWYAQB9Bc.jpg,NA,https://github.com/javendano585/TidyTuesday/blob/main/2021_Week_08/2021_02_16_tidy_tuesday.Rmd,NA,"TidyTuesday, DuBoisChallenge, RStats",7,2021,1361727821329149959,Links included,Image
"#TidyTuesday Family Income by race (Data: Urban Institute). Also included recession years to see how the drop in income follows economic slowdowns and if there are racial differences
code:github/sherosha/TidyTuesday
#rstats @R4DScommunity
 #r4ds  #ggplot2  #R4Ds https://t.co/3su7qoUr7P",SheroshaR,2021-02-16T17:35:57Z,https://twitter.com/SheroshaR/status/1361731055129137156/photo/1,http://pbs.twimg.com/media/EuXVgkGXAAA7LeC.png,NA,"NA",R4DScommunity,"TidyTuesday, rstats, r4ds, ggplot2, R4Ds",7,2021,1361731055129137156,Images-only,Image
"Did challenge02 of #DuBoisChallenge for this week's #TidyTuesday. There are some small details that bug me (mostly the typefaces 😄) but pretty happy with the overall result

code: https://t.co/shh7PSUmcR

#dataviz #RStats https://t.co/v9HlJgIy5N",geokaramanis,2021-02-16T17:44:50Z,https://twitter.com/geokaramanis/status/1361733287564181507/photo/1,http://pbs.twimg.com/media/EuXX9K8XEAMNbqs.jpg,NA,https://github.com/gkaramanis/tidytuesday/tree/master/2021/2021-week7,NA,"DuBoisChallenge, TidyTuesday, dataviz, RStats",7,2021,1361733287564181507,Links included,"Recreation of Du Bois' Plate 10, [The Georgia Negro] Conjugal condition, a graph showing the marital status by age of African Americans compared to Germans"
"#TidyTuesday  - #⃣8⃣#⃣- #DuBoisChallenge 

Great fun this week!! I decided to create a different chart to the challenges. Hope it counts. 

#DataVisualization with @rstudio  #tidyverse #dplyr #ggplot 

#rstats #r4ds #dataviz 

Code 🗞️: https://t.co/on4XaPOL6k https://t.co/lGgb7EpFm0",Juanma_MN,2021-02-16T18:24:12Z,https://twitter.com/Juanma_MN/status/1361743197593075716/photo/1,http://pbs.twimg.com/media/EuXh-pJXMAAg3N1.png,NA,https://github.com/JuanmaMN/TidyTuesday/blob/master/2021/February/TidyTuesday%20-%2016-2-2021.R,rstudio,"TidyTuesday, DuBoisChallenge, DataVisualization, tidyverse, dplyr, ggplot, rstats, r4ds, dataviz",7,2021,1361743197593075716,Links included,Image
"Here's my attempt at recreating DuBois' visualisation of city and rural population in 1890 for this week's #DuBoisChallenge. Still far from perfect, but I have already spent far too much time on this 🙈
#TidyTuesday #RStats #dataviz https://t.co/YRNEC1ch2R",long39ng,2021-02-16T18:50:30Z,https://twitter.com/long39ng/status/1361749814501900288/photo/1,http://pbs.twimg.com/media/EuXmx0gWQAI38To.jpg,"Code: https://t.co/3jmb2Zzbst
Background image (CC): https://t.co/0cs5vgQEHW","https://github.com/long39ng/puig_orgaladhad/tree/main/2021_08_dubois_challenge, https://upload.wikimedia.org/wikipedia/commons/8/86/Tattered_Edges.png",NA,"DuBoisChallenge, TidyTuesday, RStats, dataviz",7,2021,1361749814501900288,Links included,Image
"#TidyTuesday and #DuBoisChallenge
 
Not an exact replication of any particular visualization (all of the originals are great), more of an inspiration. Combining the occupation data + wrapped bar charts (not easy! do not judge my code!). 

#RStats code: https://t.co/7JbVFaO1bM https://t.co/wnRcpA9HeB",kllycttn,2021-02-16T18:57:55Z,https://twitter.com/kllycttn/status/1361751678890967044/photo/1,http://pbs.twimg.com/media/EuXpY9ZXYAMKnSK.png,NA,https://github.com/kellycotton/TidyTuesdays/blob/master/code/2021-02-16_WEBDuBois/dubois.R,NA,"TidyTuesday, DuBoisChallenge, RStats",7,2021,1361751678890967044,Links included,Image
My attempt at recreating one of DuBois' visualizations for #DuBoisChallenge and #TidyTuesday #RStats https://t.co/cawgh54ITX,kkakey_,2021-02-16T19:23:05Z,https://twitter.com/kkakey_/status/1361758015477719041/photo/1,http://pbs.twimg.com/media/EuXulFRXAAgViPz.jpg,NA,"NA",NA,"DuBoisChallenge, TidyTuesday, RStats",7,2021,1361758015477719041,Images-only,Image
"My first #TidyTuesday project of 2021 and while not an exact replication of W.E.B. Du Bois' visualization, I'm REALLY pleased with how this #DuBoisChallenge turned out using #rstats #r4ds for #BlackHistoryMonth https://t.co/2dqoEb1Y1f",baseballrick,2021-02-16T19:32:54Z,https://twitter.com/baseballrick/status/1361760483666190350/photo/1,http://pbs.twimg.com/media/EuXxNd5XEAEXVHu.jpg,code: https://t.co/dO8OwjujNf,https://github.com/baseballrick/Tidy-Tuesday-Project/blob/master/DuBois.r,NA,"TidyTuesday, DuBoisChallenge, rstats, r4ds, BlackHistoryMonth",7,2021,1361760483666190350,Links included,Image
"#TidyTuesday week 8, here's my attempt to reproduce one of Dubois' plot 

Code: https://t.co/icEi1dt9S2

#rstats https://t.co/qT7cNRandY",EtienneBacher,2021-02-16T19:51:35Z,https://twitter.com/EtienneBacher/status/1361765186932252673/photo/1,http://pbs.twimg.com/media/EuX2DO0WQAARosF.jpg,NA,https://github.com/etiennebacher/tidytuesday/blob/master/R/2021-W08-Dubois-challenge/2021-W08-Dubois-challenge.R,NA,"TidyTuesday, rstats",7,2021,1361765186932252673,Links included,Image
