text,screen_name,tweet_date,tweet_url,image_url,reply_text,related_urls,mentions_list,hashtag_list,week,year,tweet_id,url_check,alt_text
Not claiming anything causal here but thought this was interesting/sad (data from last week's #tidytuesday and @OurWorldInData) #rstats #dataviz https://t.co/Piu8vYQ3Gc,ResearchingDave,2021-01-01T18:25:03Z,https://twitter.com/ResearchingDave/status/1345073569613623299/photo/1,http://pbs.twimg.com/media/EqqpRuLXAAY6NYN.jpg,NA,NA,OurWorldInData,"tidytuesday, rstats, dataviz",1,2021,1345073569613623296,Images-only,Image
"For the last #TidyTuesday of 2020, I tried to play around with gganimate. The overall graphic isn't as polished as I'd like it to be, but my dots are moving so at least I got that part right! https://t.co/z582P1yZgu",joshuapersi,2021-01-01T21:50:01Z,https://twitter.com/joshuapersi/status/1345125149276835851/photo/1,http://pbs.twimg.com/tweet_video_thumb/EqrXcloXcAAB4Tc.jpg,NA,NA,NA,TidyTuesday,1,2021,1345125149276835840,Images-only,
"I took a short break today and look back at the positive moments of 2020 of my #datavisualization journey.

📝 https://t.co/uhJRSEhatz

I wish you all a happy new year!
#ggplot2 #rstats #dataviz #TidyTuesday #SWDchallenge #NewYear2021 https://t.co/Wu71Ey24Ab",CedScherer,2021-01-01T22:44:59Z,https://twitter.com/CedScherer/status/1345138983374893056/photo/1,http://pbs.twimg.com/media/EqrjIVZXEAALXkX.jpg,NA,https://cedricscherer.netlify.app/2021/01/01/review-2020-personal-dataviz-highlights/,NA,"datavisualization, ggplot2, rstats, dataviz, TidyTuesday, SWDchallenge, NewYear2021",1,2021,1345138983374893056,Links included,Image
"RObservations #6- #TidyTuesday – Analyzing #data on the Australian Bush Fires
RObservations #6- #TidyTuesday – Analyzing #data on the Australian Bush Fires Posted on December 31, 2020 by Benjamin S ..
https://t.co/1Ssya7e2I5 https://t.co/L3V5oUk8FU",YvesMulkers,2021-01-02T10:40:21Z,https://twitter.com/YvesMulkers/status/1345319010829795329/photo/1,http://pbs.twimg.com/media/EquIc0yW4AIE4yj.jpg,NA,https://bit.ly/3b1Cw9O,NA,"TidyTuesday, data, TidyTuesday, data",1,2021,1345319010829795328,Links included,Image
"New #rstats blog post:

Automatic Rendering of a Plot with GitHub Actions!

A step by step tutorial for plotting frequently used libraries in #Tidytuesday and having it automatically update every time you participate and share your code on GitHub:

https://t.co/GBuoNouUOZ

#r4ds https://t.co/vWTS1aUvM5",Amit_Levinson,2021-01-03T13:30:11Z,https://twitter.com/Amit_Levinson/status/1345724137663246343/photo/1,http://pbs.twimg.com/tweet_video_thumb/Eqz49zNXUAAYbsi.jpg,NA,https://amitlevinson.com/blog/automated-plot-with-github-actions/,NA,"rstats, Tidytuesday, r4ds",1,2021,1345724137663246336,Links included,Image
"This past week's #TidyTuesday counts, posted through #rstats courtesy of #rtweet!

#TidyTuesday details: https://t.co/sElb4fcv3u
#TidyTuesday Tweets: https://t.co/h8n7HZw5iM https://t.co/3cButo1NXv",thomas_mock,2021-01-03T14:01:15Z,https://twitter.com/thomas_mock/status/1345731955778875392/photo/1,http://pbs.twimg.com/media/Eq0AFQXXUAAD2MN.png,NA,"http://bit.ly/tidyreadme, https://github.com/rfordatascience/tidytuesday/blob/master/tidytuesday_tweets/data.csv",NA,"TidyTuesday, rstats, rtweet, TidyTuesday, TidyTuesday",1,2021,1345731955778875392,Links included,Image
"Didn't participate in #Tidytuesday 2020 as much as I had wanted to (something with homeschooling &amp; personal stuff all while working full-time in #academia). But I had fun! Let's go 2021! 💪

#WomenWhoCode #R https://t.co/QZhvTrfebI",sil_aarts,2021-01-03T17:19:03Z,https://twitter.com/sil_aarts/status/1345781734718263296/photo/1,http://pbs.twimg.com/media/Eq0sJHsXEAIJM1q.jpg,NA,NA,NA,"Tidytuesday, academia, WomenWhoCode, R",1,2021,1345781734718263296,Images-only,Image
"I also found time for some #TidyTuesday action, just to keep my eye in, which included my first play with the fantastic #gt package. #rstats (2/3) https://t.co/q3ju46msh0",committedtotape,2021-01-03T20:32:14Z,https://twitter.com/committedtotape/status/1345830351378280451/photo/1,http://pbs.twimg.com/media/Eq1X2N5XMAAb4PH.jpg,And the year ended on a good note with my submission to the @rstudio table contest (based on a previous #TidyTuesday) getting an honourable mention. Hoping for better times and more #rstats in 2021! https://t.co/BF2Rp3mShE (3/3),https://blog.rstudio.com/2020/12/23/winners-of-the-2020-rstudio-table-contest/,NA,"TidyTuesday, gt, rstats",1,2021,1345830351378280448,Links included,Image
"#TidyTuesday for the week 52 of 2020
The Big Mac index for some former soviet and eastern european countries
Code for warming stripes and trend lines borrowed from @CedScherer table contest entry
#RStats https://t.co/G2AiVjDfLf",balt_ti,2021-01-04T12:13:56Z,https://twitter.com/balt_ti/status/1346067335027838977/photo/1,http://pbs.twimg.com/media/Eq4wjqiXYAI61qe.jpg,NA,NA,CedScherer,"TidyTuesday, RStats",1,2021,1346067335027838976,Images-only,Image
"The @R4DScommunity welcomes you to week 2 of #TidyTuesday!  We're exploring Global Transit Costs!!

📁 https://t.co/sElb4fcv3u
🗞 https://t.co/yqG9IhGlpf

#r4ds #tidyverse #rstats #dataviz https://t.co/ZBp0Kj9jPb",thomas_mock,2021-01-04T16:02:25Z,https://twitter.com/thomas_mock/status/1346124836674936832/photo/1,http://pbs.twimg.com/media/Eq5lZSqXIAENceE.jpg,NA,"http://bit.ly/tidyreadme, http://bit.ly/2Xaw884",R4DScommunity,"TidyTuesday, r4ds, tidyverse, rstats, dataviz",1,2021,1346124836674936832,Links included,Image
"And last missed week of #TidyTuesday of 2020
Week 51 - American Ninja Warrior obstacles
Based on brilliant @geokaramanis graph with some modifications
#RStats https://t.co/exotqui5T2",balt_ti,2021-01-04T19:22:06Z,https://twitter.com/balt_ti/status/1346175090136936450/photo/1,http://pbs.twimg.com/media/Eq6S9HlW8AIgiX7.jpg,NA,NA,geokaramanis,"TidyTuesday, RStats",1,2021,1346175090136936448,Images-only,Image
"Hey #RStats, I know this is isn't about #TidyTuesday, but couldn't resist sharing this beautiful one.
code : https://t.co/eh7ag7bjsy https://t.co/eN9MzXGspo",Bennour007sin,2021-01-04T20:39:02Z,https://twitter.com/Bennour007sin/status/1346194449613926400/photo/1,http://pbs.twimg.com/media/Eq6kM4eW8AYX7fv.jpg,NA,https://github.com/bennour007/poverty,NA,"RStats, TidyTuesday",1,2021,1346194449613926400,Links included,"Unless we test this statistically we can't really be sure of the nature of the relationship between the poverty rates and the dropout rates from secondary schools. This is rendered using data from the Tunisian government, and done with ggplot2."
"This week in #tidytuesday, the costs of urban transport projects! Costliest projects in North-America and Oceania. Europe gradually increasing whereas Asia had a boom in the past few years. Code at: https://t.co/EJR9qNAGCc https://t.co/dtsJV4FNBf",TeunvandenBrand,2021-01-04T22:06:15Z,https://twitter.com/TeunvandenBrand/status/1346216399644094465/photo/1,http://pbs.twimg.com/media/Eq64GJdXUAAvaRO.png,NA,https://github.com/teunbrand/tidytuesdayscripts/blob/master/scripts/2021_01_04_Transit_Costs.R,NA,tidytuesday,1,2021,1346216399644094464,Links included,Image
"#rstats resolution: spend time writing functions that will save you time 

1. custom ggplot theme 

2. a ggeasy-esque wrapper for scale_y_continuous(expand = c(0.0)) thanks @carroll_jono for the ggeasy inspiration

Trying them out with some #TidyTuesday 

https://t.co/zp35VOmc5b https://t.co/mDglX6RckZ",JenRichmondPhD,2021-01-05T03:19:36Z,https://twitter.com/JenRichmondPhD/status/1346295253364424704/photo/1,http://pbs.twimg.com/media/Eq7y24NUUAElULc.jpg,NA,http://jenrichmond.rbind.io/post/2021-01-05-functions-to-save-you-time/,carroll_jono,"rstats, TidyTuesday",1,2021,1346295253364424704,Links included,Image
"Finally on actual tuesday
First #TidyTuesday of the year - table of transit projects costs for some european countries https://t.co/hjbReNeR1T
#RStats https://t.co/1f6FAFPD7x",balt_ti,2021-01-05T11:47:49Z,https://twitter.com/balt_ti/status/1346423150247096320/photo/1,http://pbs.twimg.com/media/Eq9y_RHW8AAI4Ql.jpg,NA,https://baltti.github.io/TidyTuesday/transit-cost-europe.html,NA,"TidyTuesday, RStats",1,2021,1346423150247096320,Links included,Image
"Feels good to be back doing #tidytuesday with a plot (or underground map) showing the mean number of stations per line over the last 20 years.

#rstats #dataviz https://t.co/IKdBAilF6v",henrywrover2,2021-01-05T12:13:20Z,https://twitter.com/henrywrover2/status/1346429574331170822/photo/1,http://pbs.twimg.com/media/Eq96ReSXMAA_lSm.png,NA,NA,NA,"tidytuesday, rstats, dataviz",1,2021,1346429574331170816,Images-only,Image
"Global transit projects data for #TidyTuesday 

I am really digging this project timelines chart

Code: https://t.co/157fXjr0Ft

#datascience #dataviz #rstats #projectmanagement https://t.co/aXJLeOPnNR",mwehinger,2021-01-05T12:41:51Z,https://twitter.com/mwehinger/status/1346436750650982409/photo/1,http://pbs.twimg.com/media/Eq-A0rOUwAIQ_M2.jpg,NA,https://git.io/JLbDu,NA,"TidyTuesday, datascience, dataviz, rstats, projectmanagement",1,2021,1346436750650982400,Links included,Image
"First #tidytuesday of the year! 

This week's data set comes from the Transit Costs Project (https://t.co/wvhPsx8LNE). 

I looked at the relationship between average rail cost/KM and corruption ranking (using @anticorruption's data).

Not much of a relationship!
#rstats #dataviz https://t.co/YzYO8a9Dsm",alexlusco,2021-01-05T13:53:28Z,https://twitter.com/alexlusco/status/1346454775211171842/photo/1,http://pbs.twimg.com/media/Eq-Q3KCXIAY86vw.jpg,NA,https://transitcosts.com/,anticorruption,"tidytuesday, rstats, dataviz",1,2021,1346454775211171840,Links included,Image
"A 2021 resolution was to do more coding (which brings me joy), and so I’m going to make a concerted effort to join in on the #TidyTuesday.  Lots of firsts in this plot for me (e.g., using flag icons), and lots to keep learning (e.g., tasteful fonts)

Code: https://t.co/dYbt5WdRIT https://t.co/n8mCIvn04J",JohnSakaluk,2021-01-05T15:00:45Z,https://twitter.com/JohnSakaluk/status/1346471704244092928/photo/1,http://pbs.twimg.com/media/Eq-g4DLUwAM5KJI.jpg,NA,https://github.com/jsakaluk/TidyTuesday/tree/master/Infrastructure,NA,TidyTuesday,1,2021,1346471704244092928,Links included,Image
"Made a quick table for this week's #tidytuesday – the most expensive transit projects (in the data collected by Transit Costs Project) were all from New York, while none of the cheapest came from America. 

code: https://t.co/r50aTbWeji

#dataviz #rstats https://t.co/DDRF1qcDW5",beeboileau,2021-01-05T15:28:00Z,https://twitter.com/beeboileau/status/1346478564263092237/photo/1,http://pbs.twimg.com/media/Eq-mtYaVgAEjyPV.jpg,NA,https://github.com/beeb22/tidytuesday/blob/master/R/transit.R,NA,"tidytuesday, dataviz, rstats",1,2021,1346478564263092224,Links included,Image
"First 2021 #TidyTuesday for me. Thanks to https://t.co/6ePGHtNrF5 for the fun data. The US spends the most per km on transit development. For rail development, Japan has the most new lines since 1980. https://t.co/i5sFSak74G https://t.co/Nry8uSZG1q",AllieSherier,2021-01-05T20:19:11Z,https://twitter.com/AllieSherier/status/1346551843787321347/photo/1,http://pbs.twimg.com/media/Eq_opbGW4AASPQP.jpg,NA,"http://transitcosts.com, https://github.com/CardiShire/TidyTuesday/blob/main/Week1",NA,TidyTuesday,1,2021,1346551843787321344,Links included,Image
"First attempt at #TidyTuesday!  Plot is most expensive transit projects since the 1980s.  The leaders are big planned projects in Doha, Paris, and Chennai.  

Code here : https://t.co/GYvm8XWFIW https://t.co/LS7nuAGlMO",data_etc,2021-01-05T21:21:01Z,https://twitter.com/data_etc/status/1346567404864892928/photo/1,http://pbs.twimg.com/media/Eq_3q5VWMAEWGWz.png,NA,https://github.com/dataetc/Data-Et-cetera/blob/master/tidytuesday/2021-01-05/tidytuesday_2021-01-05.R,NA,TidyTuesday,1,2021,1346567404864892928,Links included,Image
Participating in #TidyTuesday while on vacation is surprisingly relaxing. I visualized the average costs and length of transit projects that ended in 2019. Turkey is doing quite well! @R4DScommunity #rstats #dataviz https://t.co/am0GXIOB0C,florencevdubois,2021-01-05T21:22:22Z,https://twitter.com/florencevdubois/status/1346567744574140417/photo/1,http://pbs.twimg.com/media/Eq_3GACXMAYFbqw.jpg,NA,NA,R4DScommunity,"TidyTuesday, rstats, dataviz",1,2021,1346567744574140416,Images-only,Image
"Transit isn't cheap.

Since 1997, the US has allocated $57B to 13 projects, all &lt;10 km and mostly in NY &amp; CA, while China has allocated $1T to 253 projects across the country, many &gt;10 km and up to 80 km.

Code at https://t.co/t1xiKLHC5v

 #tidytuesday #rstats https://t.co/8FGDhNOkRe",nsgrantham,2021-01-05T22:06:21Z,https://twitter.com/nsgrantham/status/1346578812130115584/photo/1,http://pbs.twimg.com/media/Eq_8j8dU0AAaKUV.jpg,NA,http://nsgrantham.com/transit-costs,NA,"tidytuesday, rstats",1,2021,1346578812130115584,Links included,Image
"The first submission of the year
Just trying to work with some text with {ggrepel}

#Rstats 
#TidyTuesday 

code: https://t.co/Q15Hcb44jC https://t.co/rX1IwuLHmG",_ronycoelho,2021-01-05T22:12:04Z,https://twitter.com/_ronycoelho/status/1346580249853747203/photo/1,http://pbs.twimg.com/media/ErADULUXAAE6I2e.png,NA,https://github.com/ronycoelho/tidytuesday2021,NA,"Rstats, TidyTuesday",1,2021,1346580249853747200,Links included,Image
"Apparently getting transit projects quicker lowers cost per km.  #TidyTuesday #rstats 

https://t.co/0gFSoiBxDQ https://t.co/Qr2PwQU1ej",larrydag,2021-01-05T22:14:52Z,https://twitter.com/larrydag/status/1346580952617799681/photo/1,http://pbs.twimg.com/media/ErAEKoIXMAU9uga.png,NA,https://github.com/IEORTools/tidytuesday/blob/master/transitcosts_eval.R,NA,"TidyTuesday, rstats",1,2021,1346580952617799680,Links included,Image
"For this week's #TidyTuesday, I visualized the length, cost, and type of urban 🚉 projects in different countries.  

📊: Projects in 🇪🇸🇹🇷🇮🇳, among others; the larger the shape the more expensive.

💻: https://t.co/urctNApOek

#rstats #dataviz https://t.co/GWqIU80ca8",bonschorno,2021-01-05T22:40:53Z,https://twitter.com/bonschorno/status/1346587503466262530/photo/1,http://pbs.twimg.com/media/ErAKHVoXAAQGtEs.jpg,NA,https://github.com/bonschorno/TidyTuesday,NA,"TidyTuesday, rstats, dataviz",1,2021,1346587503466262528,Links included,Image
"So for Day 2 of #66daysofdata. I multitasked and also took part in #TidyTuesday. This was fun, but definitely have more to learn! Used the countrycode and extrafont packages to assist with this in R. This practice is over on my github if interested!

📊https://t.co/MzRU6t2g0B https://t.co/luFFFOGWv5",meghansharris,2021-01-06T00:21:04Z,https://twitter.com/meghansharris/status/1346612712558759936/photo/1,http://pbs.twimg.com/media/ErAgZewW8AIkX2L.jpg,NA,http://shorturl.at/bjoxV,NA,"66daysofdata, TidyTuesday",1,2021,1346612712558759936,Links included,Image
Finally figured out how to create larger than default plots for #TidyTuesday to look at transit spending and it wasn't hard (classic!) #rstats code: https://t.co/1UmwEo4xqB https://t.co/ngXF6VL6Ej,tessuheagle,2021-01-06T00:35:34Z,https://twitter.com/tessuheagle/status/1346616364165808129/photo/1,http://pbs.twimg.com/media/ErAkMriXMAEXzew.jpg,NA,https://github.com/tessaeagle/TidyTuesday/blob/master/2021/1_5_21.R,NA,"TidyTuesday, rstats",1,2021,1346616364165808128,Links included,Image
"First #TidyTuesday submission of year

Just a look at data distribution and correlations

#Rstats code at: https://t.co/oimbdm39wb https://t.co/koaFdVgoGc https://t.co/ednQIAlYir",AdelmoFilho42,2021-01-06T02:52:51Z,https://twitter.com/AdelmoFilho42/status/1346650909632294912/photo/1,http://pbs.twimg.com/media/ErBDFCmXcAEcAWm.png,NA,"https://github.com/adelmofilho/tidytuesday/blob/main/2021-01-05/script.R, https://twitter.com/thomas_mock/status/1346124836674936832",NA,"TidyTuesday, Rstats",1,2021,1346650909632294912,Links included,Image
"Countries and Their Transit Project

Never knew that the cost would be very high in the US

source code: https://t.co/oGs9Nch9DT

#TidyTuesday https://t.co/LopWgaBer3",LukefromFuture,2021-01-06T03:12:31Z,https://twitter.com/LukefromFuture/status/1346655860458541056/photo/1,http://pbs.twimg.com/media/ErBH256UcAA1dFn.jpg,NA,https://github.com/Argaadya/tidytuesday,NA,TidyTuesday,1,2021,1346655860458541056,Links included,Image
"#TidyTuesday, first of the year. Transit projects &amp; how much actually gets done.

#rstats code: https://t.co/yPGJFPlh0s https://t.co/pHkpc5jRgT",kllycttn,2021-01-06T03:42:37Z,https://twitter.com/kllycttn/status/1346663435468234754/photo/1,http://pbs.twimg.com/media/ErBOiWjXIAAcCtY.jpg,NA,https://github.com/kellycotton/TidyTuesdays/blob/master/code/2021-01-05_Transit/transit.R,NA,"TidyTuesday, rstats",1,2021,1346663435468234752,Links included,"Data visualization with data from the Transit Costs Project. Title: Longest transit projects worldwide: How much is done? Subtitle: Percent of the line length completed for the top 20 transit projects. The longest project is the Paris GPX, started in 2017 and 80% completed."
"For this week's #TidyTuesday, I used ggplotly to compare the length &amp; cost of transit projects around the world.

Learned to use glue() to create a customized project description when hovering w/ tooltip

#rstats code: https://t.co/0TcSZrvA0w

gif of interactive plot in thread https://t.co/TgFV2QIFmG",JackiePsych,2021-01-06T04:33:11Z,https://twitter.com/JackiePsych/status/1346676161850564609/photo/1,http://pbs.twimg.com/media/ErBZE7PXEAEu1kA.jpg,NA,https://github.com/wjtorres/tidytuesday/tree/master/2021_01_05,NA,"TidyTuesday, rstats",1,2021,1346676161850564608,Links included,Image
#TidyTuesday #rstats https://t.co/UzPpewVpIC,_ToddFaulk,2021-01-06T04:49:04Z,https://twitter.com/_ToddFaulk/status/1346680160091684865/photo/1,http://pbs.twimg.com/media/ErBX3FRUwAIPwHe.png,NA,NA,NA,"TidyTuesday, rstats",1,2021,1346680160091684864,Images-only,Image
"a monochromatic, boring graph about a 'boring' topic

""Boring is expensive, but China doesn't seem to mind""
Data: Transit Costs Project

#TidyTuesday #rstats 

🚂🚆🚄🚇 https://t.co/X7NF7JopYW",CarloooMedina,2021-01-06T05:08:18Z,https://twitter.com/CarloooMedina/status/1346685000184426502/photo/1,http://pbs.twimg.com/media/ErBisu7XUAEohpt.png,NA,NA,NA,"TidyTuesday, rstats",1,2021,1346685000184426496,Images-only,Image
"My very first #TidyTuesday #rstats contribution. This week was urban railroad projects 🚄🚃. The USA has one of the highest cost per km. Could it be for the % of tunnels?

code: https://t.co/U9gfxmUrxg https://t.co/HgRgO5IaaN",MiguelTripp,2021-01-06T05:37:37Z,https://twitter.com/MiguelTripp/status/1346692377021358080/photo/1,http://pbs.twimg.com/media/ErBn2CtUcAAi_ER.png,NA,https://raw.githubusercontent.com/trippv/TidyTuesday/main/week2_2021_Transit.R,NA,"TidyTuesday, rstats",1,2021,1346692377021358080,Links included,Image
"I was up late anyway anxiously refreshing results, so I did #TidyTuesday : transit data 🚉🚅 I love public transit maps and  {ggbump} plots reminds me of one, so I used that to plot ranked track length over time 〰️⏩ 
ALSO {ghibli} in celebration of Miyazaki Hayao's bday 🎂🎉 https://t.co/hgzLuas0Dn",margaretsiple,2021-01-06T06:20:01Z,https://twitter.com/margaretsiple/status/1346703045522935808/photo/1,http://pbs.twimg.com/media/ErBxmyTUwAIIdxV.jpg,NA,NA,NA,TidyTuesday,1,2021,1346703045522935808,Images-only,Image
"Found out a nice tidygeocoder package.

code: https://t.co/migRRi5f9e

#TidyTuesday #rstats https://t.co/O39CcyedTj",aGricolaMZ,2021-01-06T08:41:09Z,https://twitter.com/aGricolaMZ/status/1346738564114087937/photo/1,http://pbs.twimg.com/media/ErCS3YwXUAEGq3j.jpg,NA,http://tinyurl.com/y3x5xshf,NA,"TidyTuesday, rstats",1,2021,1346738564114087936,Links included,Image
For this #TidyTuesday I tried the psychedelic geom_circle to depict the transit length distribution :) code here &gt;&gt; https://t.co/ekI6kMu3d4 https://t.co/byEtH4og0Q,GoldenB16117397,2021-01-06T10:27:16Z,https://twitter.com/GoldenB16117397/status/1346765271072124929/photo/1,http://pbs.twimg.com/media/ErCrGV3W8AEiqGQ.jpg,NA,https://bit.ly/38gMwtZ,NA,TidyTuesday,1,2021,1346765271072124928,Links included,Image
"First #TidyTuesday submission! I look at how cost/km of transit projects vary across Indian cities. Data from https://t.co/ekhBqRalvO 
#RStats https://t.co/R7vmswE9PV",_anirudhgovind,2021-01-06T13:11:49Z,https://twitter.com/_anirudhgovind/status/1346806677496942592/photo/1,http://pbs.twimg.com/media/ErDQ4aKU0AArs7M.jpg,NA,https://transitcosts.com/,NA,"TidyTuesday, RStats",1,2021,1346806677496942592,Links included,Image
"My first #TidyTuesday post ever: a ""subway map"" showing the evolution over time of the cost of public transit projects (from the Transit Costs Project).

I also wrote a blog post about the process: https://t.co/vrQmsBS5Ug

#r4ds #rstats #ggplot2 https://t.co/iuXjp4bqBs",MartinDevaux,2021-01-06T14:05:00Z,https://twitter.com/MartinDevaux/status/1346820062766776320/photo/1,http://pbs.twimg.com/media/ErBl6hLW4AIIQSy.jpg,NA,https://martindevaux.com/2021/01/tidytuesday-transit-costs-project/,NA,"TidyTuesday, r4ds, rstats, ggplot2",1,2021,1346820062766776320,Links included,Image
"Dataviz from #TidyTuesday on urban rail data

🖥️ code and more viz at: https://t.co/XJG1f9BtXW

#rstats #ggplot2 #dataviz https://t.co/fV9cWsHXLw",NeuroMLA,2021-01-06T16:43:03Z,https://twitter.com/NeuroMLA/status/1346859837825683457/photo/1,http://pbs.twimg.com/media/ErEBOXcXcAIaig8.png,NA,https://github.com/matiasandina/tidytuesdays/blob/main/2021/week02/week02.md,NA,"TidyTuesday, rstats, ggplot2, dataviz",1,2021,1346859837825683456,Links included,Image
"Yesterday’s #tidytuesday data set contains transit projects around the world, so I plotted the average cost per km for railroad projects by city and continent. Approaching $3 billion per km, New York sure knows how to be cost-effective... https://t.co/qHM8lpl3VE",peter_plots,2021-01-06T16:54:15Z,https://twitter.com/peter_plots/status/1346862654997094408/photo/1,http://pbs.twimg.com/media/ErEEb_sW4AAIgd1.jpg,NA,NA,NA,tidytuesday,1,2021,1346862654997094400,Images-only,Image
"My first #TidyTuesday post: 

Simple plot to get back into the habit. Pretty easy to guess what country in the America's has the highest cost overall.

#rstats Code: https://t.co/Y5tmXo0nbF https://t.co/hrtYus3gWo",JaimeAAvendano,2021-01-06T18:50:46Z,https://twitter.com/ja_perez585/status/1346891977296637952/photo/1,http://pbs.twimg.com/media/ErEddvgXIAofy55.png,NA,https://github.com/javendano585/TidyTuesday,NA,"TidyTuesday, rstats",1,2021,1346891977296637952,Links included,Image
"For my first #TidyTuesday post, I've attempted a comparison of the 2015 to 2020 movement of the Big Mac index : https://t.co/AOGOvt3ve5

#RStats #dataviz #r4ds #ggplot2 https://t.co/1TZTpAo3s0",rsangole,2021-01-06T19:01:26Z,https://twitter.com/rsangole/status/1346894661973987330/photo/1,http://pbs.twimg.com/media/ErEhiQ7VkAIW2ur.jpg,NA,https://twitter.com/thomas_mock/status/1341174534381203457?s=20,NA,"TidyTuesday, RStats, dataviz, r4ds, ggplot2",1,2021,1346894661973987328,Links included,Image
#TidyTuesday the length of some of these urban rail projects is crazy! The GPX line in Paris could get to outer space and back 🚀 #RStats https://t.co/5PCSGfGV2E,ResearchingDave,2021-01-06T19:05:30Z,https://twitter.com/ResearchingDave/status/1346895685057179649/photo/1,http://pbs.twimg.com/media/ErEh5g-W8AAod_J.png,NA,NA,NA,"TidyTuesday, RStats",1,2021,1346895685057179648,Images-only,Image
"Was uninspired this week for #TidyTuesday... Here is what I created with the transit costs project data. Not really proud but still wanted to share.
Done in #Rstats #ggplot #tidyverse 

Code:https://t.co/pyWUfSzP1W

#dataviz #DataScience #DataVisualization https://t.co/Ue8gcRhZsR",toeb18,2021-01-06T19:30:03Z,https://twitter.com/toeb18/status/1346901865729024000/photo/1,http://pbs.twimg.com/media/ErEoDPPXcAAB5qJ.jpg,NA,https://urlzs.com/qV5P6,NA,"TidyTuesday, Rstats, ggplot, tidyverse, dataviz, DataScience, DataVisualization",1,2021,1346901865729024000,Links included,Image
"#TidyTuesday  - #⃣2⃣#⃣ - Transit Cost Project

 🏗️ Top 10 countries analysis - cost per km on railroad and non-railroad projects

#DataVisualization with @rstudio  #tidyverse #dplyr #ggplot 

#rstats #r4ds #dataviz https://t.co/o5JRLpiGxx",Juanma_MN,2021-01-06T19:45:58Z,https://twitter.com/Juanma_MN/status/1346905870576340996/photo/1,http://pbs.twimg.com/media/ErErpSwXAAEeCqX.png,NA,NA,rstudio,"TidyTuesday, DataVisualization, tidyverse, dplyr, ggplot, rstats, r4ds, dataviz",1,2021,1346905870576340992,Images-only,Image
"For this week's #TidyTuesday I explored the relationship between the cost of a Km of rail and PPP rates. Overall this was a pretty fun one to make and made me go out of my way to learn a little bit more about economics.

#RStats #dataviz https://t.co/Gur8Nz7553",Luisfreii,2021-01-06T20:38:32Z,https://twitter.com/Luisfreii/status/1346919098731671552/photo/1,http://pbs.twimg.com/media/ErE22UjW4AUomqT.png,NA,NA,NA,"TidyTuesday, RStats, dataviz",1,2021,1346919098731671552,Images-only,Image
5 Jan. (not so) quick plot for #TidyTuesday this week. An awesome dataset and a very simple plot. I've had a long hiatus so it's hard to learn ggplot again. Next week I'll dive in a little deeper. https://t.co/QHh4hHibyO,JacobHakim2,2021-01-06T21:06:06Z,https://twitter.com/JacobHakim2/status/1346926036231933954/photo/1,http://pbs.twimg.com/media/ErE-BObVkAAxyQw.jpg,NA,NA,NA,TidyTuesday,1,2021,1346926036231933952,Images-only,Tidy tuesday bar plot showing the prices of different Tokyo railways.
"For this week's #TidyTuesday I didn't know what to do, so I just played a little with the data and tried to replicate subway maps. https://t.co/GmZDDqoeT2",arthurbnetto,2021-01-06T21:46:50Z,https://twitter.com/arthurbnetto/status/1346936287119470595/photo/1,http://pbs.twimg.com/media/ErFHScBW8AAUwIk.png,NA,NA,NA,TidyTuesday,1,2021,1346936287119470592,Images-only,Image
"My PhD project analyses data obtained from railway networks and so does this week's #TidyTuesday!

Code on GitHub: https://t.co/XCjc1qsQIj https://t.co/T6LsNKGKbZ",nrennie35,2021-01-06T22:11:30Z,https://twitter.com/nrennie35/status/1346942495008018442/photo/1,http://pbs.twimg.com/media/ErFMvTGVoAEmNAJ.jpg,NA,https://github.com/nrennie/tidytuesday,NA,TidyTuesday,1,2021,1346942495008018432,Links included,A plot showing the construction durations for the most expensive transit-infrastructure projects from each country. The United States spends far more per km of infrastructure than any other country.
"#Rstats, #TidyTuesday Week2. Can get way better, but will share them anyway. https://t.co/nQS4q8D7yu",Bennour007sin,2021-01-07T02:26:45Z,https://twitter.com/Bennour007sin/status/1347006731931570177/photo/1,http://pbs.twimg.com/media/ErGHXn6XEAA1joJ.jpg,NA,NA,NA,"Rstats, TidyTuesday",1,2021,1347006731931570176,Images-only,Image
"For this weeks #tidytuesday I highlighted the most and least costly transit-infrastructure projects in relation to their fitted values with 'length of the line' as the only regressor.

code: https://t.co/zlWgFE21d5

#ggplot #tidyverse https://t.co/Ow8i3tbK5x",MartinPonsM,2021-01-07T07:14:42Z,https://twitter.com/MartinPonsM/status/1347079193998327810/photo/1,http://pbs.twimg.com/media/ErHJF6qW4AA-QbU.jpg,NA,https://github.com/MartinPons/tidytuesday_MartinPons/blob/master/2021-2/transit_cost.R,NA,"tidytuesday, ggplot, tidyverse",1,2021,1347079193998327808,Links included,Image
#tidytuesday week 2 submission: scattered boxplot inspired by @toeb18 comparison of descriptive statistics visualisation. https://t.co/XHz9dZ7mEL,leeolney3,2021-01-07T18:14:54Z,https://twitter.com/leeolney3/status/1347245341188435968/photo/1,http://pbs.twimg.com/media/ErJgGa-W8AEqPAZ.jpg,NA,NA,toeb18,tidytuesday,1,2021,1347245341188435968,Images-only,Image
